id,age,educ,paeduc,sex,race,income,region,polviews,relig,slt8,s9_11,s12,s13_15,s16,s17_18,sgt18,stage,cage,female,white,black,other,south,nrthest,midwest,west,missed,missag,misssx,missra,missrg,misspa,miss
2305,20,10,,female,white,$10000 - 14999,e. sou. central,conservative,protestant,10,1,0,1,0,1,1,-1.4984852,-26.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2306,79,8,4,male,white,$25000 or more,e. sou. central,conservative,protestant,8,0,0,0,0,0,0,1.8989928,32.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2307,46,12,12,female,white,$25000 or more,e. sou. central,slightly liberal,protestant,12,1,1,0,0,0,0,-.0012914971,-.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2308,31,13,10,female,white,$25000 or more,e. sou. central,moderate,protestant,13,1,0,0,0,0,0,-.86505711,-15.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2309,41,12,,female,white,$25000 or more,e. sou. central,liberal,none,12,1,0,1,0,1,1,-.28921336,-5.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2310,42,14,,male,white,$10000 - 14999,e. sou. central,extremely liberal,protestant,14,1,0,1,0,1,1,-.23162898,-4.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2311,47,12,,female,white,refused,e. sou. central,liberal,protestant,12,1,0,1,0,1,1,.056292877,.98000002,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2312,44,12,8,male,white,$10000 - 14999,e. sou. central,slightly liberal,protestant,12,0,0,0,0,0,0,-.11646024,-2.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2313,20,12,8,female,white,$7000 to 7999,e. sou. central,moderate,protestant,12,0,0,0,0,0,0,-1.4984852,-26.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2314,50,12,,male,white,$25000 or more,e. sou. central,slghtly conservative,protestant,12,1,0,1,0,1,1,.229046,3.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2315,49,9,,female,white,$25000 or more,e. sou. central,moderate,protestant,9,1,0,1,0,1,1,.17146163,2.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2316,58,10,6,female,white,$7000 to 7999,e. sou. central,slghtly conservative,protestant,10,0,0,0,0,0,0,.68972099,11.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2317,29,12,,male,white,,e. sou. central,slightly liberal,protestant,12,1,0,1,0,1,1,-.98022586,-17.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2318,75,7,2,female,white,$6000 to 6999,e. sou. central,,protestant,7,0,0,0,0,0,0,1.6686553,28.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2319,45,13,12,female,white,$10000 - 14999,e. sou. central,liberal,none,13,1,1,0,0,0,0,-.05887587,-1.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2320,54,12,8,female,white,$25000 or more,e. sou. central,slghtly conservative,none,12,0,0,0,0,0,0,.45938349,7.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2321,25,12,12,male,white,$20000 - 24999,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,-1.2105633,-21.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2322,68,12,8,female,white,$25000 or more,e. sou. central,moderate,protestant,12,0,0,0,0,0,0,1.2655647,21.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2323,39,16,12,female,white,$25000 or more,e. sou. central,slghtly conservative,protestant,16,1,1,0,0,0,0,-.40438211,-7.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2324,46,18,12,female,white,$25000 or more,e. sou. central,conservative,protestant,18,1,1,0,0,0,0,-.0012914971,-.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2325,60,14,16,female,white,$25000 or more,e. sou. central,slghtly conservative,protestant,14,1,0,1,1,0,0,.80488974,13.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2326,73,14,5,female,white,$10000 - 14999,e. sou. central,moderate,protestant,14,0,0,0,0,0,0,1.5534866,26.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2327,27,12,12,female,black,$1000 to 2999,w. sou. central,conservative,protestant,12,1,1,0,0,0,0,-1.0953946,-19.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2328,20,10,,female,white,lt $1000,w. sou. central,extrmly conservative,catholic,10,1,0,1,0,1,1,-1.4984852,-26.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2329,21,14,13,male,black,$5000 to 5999,w. sou. central,slghtly conservative,catholic,14,1,0,1,0,0,0,-1.4409008,-25.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2330,22,12,,female,black,,w. sou. central,moderate,protestant,12,1,0,1,0,1,1,-1.3833164,-24.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2331,49,8,10,female,black,$8000 to 9999,w. sou. central,slghtly conservative,protestant,8,1,0,0,0,0,0,.17146163,2.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2332,52,8,,male,black,$7000 to 7999,w. sou. central,slightly liberal,none,8,1,0,1,0,1,1,.34421474,5.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2333,43,9,,female,black,$3000 to 3999,w. sou. central,liberal,catholic,9,1,0,1,0,1,1,-.17404461,-3.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2334,47,9,12,female,black,$6000 to 6999,w. sou. central,conservative,protestant,9,1,1,0,0,0,0,.056292877,.98000002,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2335,79,4,0,female,black,$4000 to 4999,w. sou. central,moderate,protestant,4,0,0,0,0,0,0,1.8989928,32.98,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2336,43,9,,female,black,$10000 - 14999,w. sou. central,slightly liberal,protestant,9,1,0,1,0,1,1,-.17404461,-3.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2337,35,10,,female,black,refused,w. sou. central,moderate,catholic,10,1,0,1,0,1,1,-.63471961,-11.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2338,27,14,12,female,white,$10000 - 14999,w. sou. central,,none,14,1,1,0,0,0,0,-1.0953946,-19.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2339,55,12,,male,black,refused,w. sou. central,slightly liberal,protestant,12,1,0,1,0,1,1,.51696783,8.9799995,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2340,42,14,8,male,white,refused,w. sou. central,slghtly conservative,catholic,14,0,0,0,0,0,0,-.23162898,-4.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2341,58,6,3,male,black,$6000 to 6999,w. sou. central,slghtly conservative,catholic,6,0,0,0,0,0,0,.68972099,11.98,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2342,29,13,12,female,black,,w. sou. central,liberal,catholic,13,1,1,0,0,0,0,-.98022586,-17.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2343,23,11,4,male,black,,w. sou. central,,protestant,11,0,0,0,0,0,0,-1.3257321,-23.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2344,66,14,16,female,white,refused,w. sou. central,conservative,catholic,14,1,0,1,1,0,0,1.150396,19.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2345,28,13,12,male,white,$25000 or more,e. nor. central,moderate,catholic,13,1,1,0,0,0,0,-1.0378102,-18.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2346,49,12,6,male,white,$25000 or more,e. nor. central,moderate,none,12,0,0,0,0,0,0,.17146163,2.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2347,53,12,8,female,white,$25000 or more,e. nor. central,moderate,protestant,12,0,0,0,0,0,0,.40179911,6.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2348,42,13,,male,white,$25000 or more,e. nor. central,slightly liberal,none,13,1,0,1,0,1,1,-.23162898,-4.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2349,35,15,12,male,white,$25000 or more,e. nor. central,moderate,protestant,15,1,1,0,0,0,0,-.63471961,-11.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2350,43,12,11,male,white,$25000 or more,e. nor. central,moderate,none,12,1,0,0,0,0,0,-.17404461,-3.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2351,61,13,,female,white,$25000 or more,e. nor. central,liberal,protestant,13,1,0,1,0,1,1,.86247408,14.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2352,41,12,8,male,white,$25000 or more,e. nor. central,conservative,protestant,12,0,0,0,0,0,0,-.28921336,-5.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2353,45,12,11,male,white,$25000 or more,e. nor. central,extrmly conservative,none,12,1,0,0,0,0,0,-.05887587,-1.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2354,36,13,,female,white,$20000 - 24999,e. nor. central,extremely liberal,none,13,1,0,1,0,1,1,-.57713521,-10.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2355,69,8,8,male,white,$25000 or more,e. nor. central,moderate,protestant,8,0,0,0,0,0,0,1.3231491,22.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2356,38,15,15,male,white,$25000 or more,e. nor. central,moderate,none,15,1,0,1,0,0,0,-.46196648,-8.0200005,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2357,59,12,12,female,white,$25000 or more,e. nor. central,slghtly conservative,protestant,12,1,1,0,0,0,0,.74730533,12.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2358,23,12,12,female,white,$25000 or more,e. nor. central,,none,12,1,1,0,0,0,0,-1.3257321,-23.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2359,34,12,12,female,white,$6000 to 6999,e. nor. central,slghtly conservative,catholic,12,1,1,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2360,20,10,8,male,white,$25000 or more,e. nor. central,moderate,none,10,0,0,0,0,0,0,-1.4984852,-26.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2361,77,11,,female,white,$5000 to 5999,e. nor. central,slghtly conservative,protestant,11,1,0,1,0,1,1,1.7838241,30.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2362,27,10,12,male,white,$15000 - 19999,e. nor. central,moderate,christian,10,1,1,0,0,0,0,-1.0953946,-19.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2363,34,16,12,female,white,$25000 or more,e. nor. central,slghtly conservative,protestant,16,1,1,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2364,58,13,12,female,white,$25000 or more,e. nor. central,moderate,protestant,13,1,1,0,0,0,0,.68972099,11.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2365,32,16,16,female,other,$25000 or more,e. nor. central,extremely liberal,protestant,16,1,0,1,1,0,0,-.80747271,-14.02,Yes,No,No,Yes,No,No,Yes,No,0,0,0,0,0,0,0
2366,34,12,,male,white,$25000 or more,e. nor. central,moderate,catholic,12,1,0,1,0,1,1,-.69230396,-12.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2367,71,12,,female,white,$20000 - 24999,e. nor. central,slghtly conservative,protestant,12,1,0,1,0,1,1,1.4383178,24.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2368,81,9,,female,white,refused,e. nor. central,liberal,catholic,9,1,0,1,0,1,1,2.0141616,34.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2369,37,14,12,male,white,$25000 or more,e. nor. central,slghtly conservative,protestant,14,1,1,0,0,0,0,-.51955086,-9.0200005,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2370,34,14,9,female,white,$25000 or more,e. nor. central,conservative,catholic,14,1,0,0,0,0,0,-.69230396,-12.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2371,68,8,6,male,white,refused,e. nor. central,extrmly conservative,protestant,8,0,0,0,0,0,0,1.2655647,21.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2372,40,12,8,female,white,$25000 or more,e. nor. central,moderate,catholic,12,0,0,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2373,65,12,,female,white,$25000 or more,e. nor. central,moderate,protestant,12,1,0,1,0,1,1,1.0928116,18.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2374,20,13,12,female,white,$1000 to 2999,e. nor. central,,protestant,13,1,1,0,0,0,0,-1.4984852,-26.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2375,32,12,8,female,white,$25000 or more,e. nor. central,slghtly conservative,none,12,0,0,0,0,0,0,-.80747271,-14.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2376,78,8,,male,white,$20000 - 24999,e. nor. central,moderate,protestant,8,1,0,1,0,1,1,1.8414085,31.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2377,41,14,9,male,white,$15000 - 19999,w. nor. central,conservative,protestant,14,1,0,0,0,0,0,-.28921336,-5.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2378,82,9,,male,white,$3000 to 3999,w. nor. central,,protestant,9,1,0,1,0,1,1,2.0717459,35.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2379,35,14,19,male,white,$25000 or more,w. nor. central,conservative,none,14,1,0,1,0,1,1,-.63471961,-11.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2380,39,16,17,female,white,$25000 or more,w. nor. central,moderate,catholic,16,1,0,1,0,1,0,-.40438211,-7.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2381,47,13,16,male,white,$25000 or more,w. nor. central,liberal,protestant,13,1,0,1,1,0,0,.056292877,.98000002,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2382,55,12,,male,white,$25000 or more,w. nor. central,slghtly conservative,protestant,12,1,0,1,0,1,1,.51696783,8.9799995,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2383,40,20,12,male,white,$25000 or more,w. nor. central,moderate,protestant,20,1,1,0,0,0,0,-.34679773,-6.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2384,61,12,,female,white,$25000 or more,w. nor. central,conservative,catholic,12,1,0,1,0,1,1,.86247408,14.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2385,84,15,,female,white,$25000 or more,w. nor. central,slightly liberal,protestant,15,1,0,1,0,1,1,2.1869147,37.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2386,52,12,8,female,white,$25000 or more,w. nor. central,moderate,catholic,12,0,0,0,0,0,0,.34421474,5.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2387,43,15,12,male,white,$25000 or more,w. nor. central,moderate,protestant,15,1,1,0,0,0,0,-.17404461,-3.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2388,29,15,16,female,white,$25000 or more,w. nor. central,slghtly conservative,protestant,15,1,0,1,1,0,0,-.98022586,-17.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2389,50,15,10,female,white,$25000 or more,w. nor. central,conservative,protestant,15,1,0,0,0,0,0,.229046,3.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2390,57,12,11,female,white,$25000 or more,w. nor. central,liberal,protestant,12,1,0,0,0,0,0,.63213658,10.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2391,52,18,12,female,white,$25000 or more,w. nor. central,liberal,catholic,18,1,1,0,0,0,0,.34421474,5.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2392,62,12,12,male,white,$20000 - 24999,w. nor. central,liberal,catholic,12,1,1,0,0,0,0,.92005849,15.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2393,75,12,8,female,white,refused,w. nor. central,,catholic,12,0,0,0,0,0,0,1.6686553,28.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2394,42,16,15,male,white,refused,w. nor. central,slghtly conservative,catholic,16,1,0,1,0,0,0,-.23162898,-4.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2395,57,18,8,male,white,$25000 or more,w. nor. central,slghtly conservative,protestant,18,0,0,0,0,0,0,.63213658,10.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2396,28,14,16,male,white,$25000 or more,e. sou. central,conservative,protestant,14,1,0,1,1,0,0,-1.0378102,-18.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2397,74,8,,female,white,$8000 to 9999,e. sou. central,moderate,protestant,8,1,0,1,0,1,1,1.611071,27.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2398,56,14,,female,white,$25000 or more,e. sou. central,extrmly conservative,protestant,14,1,0,1,0,1,1,.57455224,9.9799995,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2399,25,17,,female,black,$15000 - 19999,e. sou. central,moderate,protestant,17,1,0,1,0,1,1,-1.2105633,-21.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2400,31,13,,female,black,$6000 to 6999,e. sou. central,liberal,protestant,13,1,0,1,0,1,1,-.86505711,-15.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2401,24,14,,female,black,$20000 - 24999,e. sou. central,moderate,protestant,14,1,0,1,0,1,1,-1.2681477,-22.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2402,25,15,12,female,black,$8000 to 9999,e. sou. central,moderate,protestant,15,1,1,0,0,0,0,-1.2105633,-21.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2403,22,14,,female,black,$7000 to 7999,e. sou. central,moderate,protestant,14,1,0,1,0,1,1,-1.3833164,-24.02,Yes,No,Yes,No,Yes,No,No,No,0,0,0,0,0,1,1
2404,35,14,16,male,black,$20000 - 24999,e. sou. central,moderate,protestant,14,1,0,1,1,0,0,-.63471961,-11.02,No,No,Yes,No,Yes,No,No,No,0,0,0,0,0,0,0
2405,60,8,,female,white,$7000 to 7999,e. sou. central,moderate,protestant,8,1,0,1,0,1,1,.80488974,13.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2406,27,10,12,male,white,$25000 or more,e. sou. central,moderate,protestant,10,1,1,0,0,0,0,-1.0953946,-19.02,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2407,49,12,12,female,white,$10000 - 14999,e. sou. central,moderate,protestant,12,1,1,0,0,0,0,.17146163,2.98,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2408,22,9,,female,white,$8000 to 9999,e. sou. central,moderate,protestant,9,1,0,1,0,1,1,-1.3833164,-24.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2409,70,18,12,male,white,$25000 or more,e. sou. central,slghtly conservative,protestant,18,1,1,0,0,0,0,1.3807335,23.98,No,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2410,40,16,8,female,white,$25000 or more,e. sou. central,slghtly conservative,protestant,16,0,0,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,0,0
2411,23,13,,female,white,$10000 - 14999,e. sou. central,moderate,protestant,13,1,0,1,0,1,1,-1.3257321,-23.02,Yes,Yes,No,No,Yes,No,No,No,0,0,0,0,0,1,1
2412,57,12,6,male,white,$25000 or more,w. nor. central,conservative,protestant,12,0,0,0,0,0,0,.63213658,10.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2413,48,12,12,female,white,$20000 - 24999,w. nor. central,extrmly conservative,protestant,12,1,1,0,0,0,0,.11387725,1.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2414,43,12,14,female,white,$25000 or more,w. nor. central,moderate,protestant,12,1,0,1,0,0,0,-.17404461,-3.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2415,61,11,6,male,white,$6000 to 6999,w. nor. central,moderate,protestant,11,0,0,0,0,0,0,.86247408,14.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2416,45,12,12,male,white,$25000 or more,w. nor. central,moderate,protestant,12,1,1,0,0,0,0,-.05887587,-1.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2417,37,12,8,female,white,$3000 to 3999,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,-.51955086,-9.0200005,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2418,41,12,16,female,white,$10000 - 14999,w. nor. central,moderate,protestant,12,1,0,1,1,0,0,-.28921336,-5.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2419,49,12,8,female,white,$25000 or more,w. nor. central,moderate,none,12,0,0,0,0,0,0,.17146163,2.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2420,68,16,8,male,white,$25000 or more,w. nor. central,liberal,protestant,16,0,0,0,0,0,0,1.2655647,21.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2421,74,12,5,male,white,$25000 or more,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,1.611071,27.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2422,33,9,,female,white,$25000 or more,w. nor. central,moderate,protestant,9,1,0,1,0,1,1,-.74988836,-13.02,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2423,83,13,14,male,white,$15000 - 19999,w. nor. central,moderate,protestant,13,1,0,1,0,0,0,2.1293304,36.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2424,82,12,8,female,white,$10000 - 14999,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,2.0717459,35.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2425,30,12,,male,white,$25000 or more,w. nor. central,moderate,catholic,12,1,0,1,0,1,1,-.92264146,-16.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,1,1
2426,61,12,12,female,white,$25000 or more,w. nor. central,moderate,protestant,12,1,1,0,0,0,0,.86247408,14.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2427,56,12,8,male,white,$25000 or more,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,.57455224,9.9799995,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2428,65,12,12,male,white,$25000 or more,w. nor. central,moderate,protestant,12,1,1,0,0,0,0,1.0928116,18.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2429,65,12,8,male,white,$25000 or more,w. nor. central,slightly liberal,protestant,12,0,0,0,0,0,0,1.0928116,18.98,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2430,44,15,6,male,white,$25000 or more,w. nor. central,conservative,protestant,15,0,0,0,0,0,0,-.11646024,-2.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2431,64,12,10,female,white,$25000 or more,w. nor. central,conservative,protestant,12,1,0,0,0,0,0,1.0352272,17.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2432,33,17,12,male,white,$25000 or more,w. nor. central,slghtly conservative,protestant,17,1,1,0,0,0,0,-.74988836,-13.02,No,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2433,63,12,8,female,white,$25000 or more,w. nor. central,liberal,protestant,12,0,0,0,0,0,0,.97764283,16.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2434,74,12,8,female,white,$20000 - 24999,w. nor. central,moderate,protestant,12,0,0,0,0,0,0,1.611071,27.98,Yes,Yes,No,No,No,No,Yes,No,0,0,0,0,0,0,0
2435,44,12,8,male,white,$20000 - 24999,mountain,slghtly conservative,protestant,12,0,0,0,0,0,0,-.11646024,-2.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2436,42,16,12,female,white,$8000 to 9999,mountain,moderate,protestant,16,1,1,0,0,0,0,-.23162898,-4.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2437,69,10,8,female,white,$15000 - 19999,mountain,moderate,protestant,10,0,0,0,0,0,0,1.3231491,22.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2438,52,16,12,male,white,$15000 - 19999,mountain,moderate,none,16,1,1,0,0,0,0,.34421474,5.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2439,55,16,15,female,white,$25000 or more,mountain,liberal,protestant,16,1,0,1,0,0,0,.51696783,8.9799995,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2440,53,12,12,male,white,$25000 or more,mountain,conservative,protestant,12,1,1,0,0,0,0,.40179911,6.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2441,71,8,8,female,white,$20000 - 24999,mountain,moderate,protestant,8,0,0,0,0,0,0,1.4383178,24.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2442,62,13,3,male,white,refused,mountain,moderate,protestant,13,0,0,0,0,0,0,.92005849,15.98,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2443,46,12,12,female,white,,mountain,moderate,protestant,12,1,1,0,0,0,0,-.0012914971,-.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2444,46,12,12,female,white,$25000 or more,mountain,slghtly conservative,protestant,12,1,1,0,0,0,0,-.0012914971,-.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2445,71,16,6,female,white,$15000 - 19999,mountain,moderate,protestant,16,0,0,0,0,0,0,1.4383178,24.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2446,20,11,,male,white,$25000 or more,mountain,extremely liberal,none,11,1,0,1,0,1,1,-1.4984852,-26.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,1,1
2447,39,12,12,male,white,$25000 or more,mountain,,none,12,1,1,0,0,0,0,-.40438211,-7.02,No,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2448,67,13,8,female,white,$25000 or more,mountain,conservative,protestant,13,0,0,0,0,0,0,1.2079804,20.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2449,40,18,8,female,white,$25000 or more,mountain,moderate,protestant,18,0,0,0,0,0,0,-.34679773,-6.02,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
2450,73,12,8,female,white,refused,mountain,,catholic,12,0,0,0,0,0,0,1.5534866,26.98,Yes,Yes,No,No,No,No,No,Yes,0,0,0,0,0,0,0
